model_tag,method,tier,family,metric,mean,ci_low,ci_high,n
llama31_8b,context_forward,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,250
llama31_8b,context_forward,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,250
llama31_8b,context_forward,tier1,substance_vs_format,OSR,0.6233333333333333,0.5833333333333334,0.6633333333333333,600
llama31_8b,context_forward,tier1,substance_vs_format,POR_C,0.8741258741258742,0.8356643356643356,0.9125874125874126,286
llama31_8b,context_forward,tier1,substance_vs_format,HHR,1.0,1.0,1.0,36
llama31_8b,context_forward,tier1,substance_vs_format,RSR,0.0,0.0,0.0,36
llama31_8b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.5425,0.495,0.5925,400
llama31_8b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.4930875576036866,0.42857142857142855,0.5577188940092149,217
llama31_8b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,HHR,0.9615384615384616,0.9102564102564102,1.0,78
llama31_8b,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.01282051282051282,0.0,0.038461538461538464,78
llama31_8b,decomposed,tier1,citation_vs_informativeness,OSR,0.8333333333333334,0.8016666666666666,0.8633333333333333,600
llama31_8b,decomposed,tier1,citation_vs_informativeness,POR_C,0.625,0.5775,0.6725,400
llama31_8b,decomposed,tier1,citation_vs_informativeness,HHR,1.0,1.0,1.0,150
llama31_8b,decomposed,tier1,citation_vs_informativeness,RSR,0.0,0.0,0.0,150
llama31_8b,decomposed,tier1,completeness_vs_concision,OSR,0.5566666666666666,0.5166666666666667,0.5966666666666667,600
llama31_8b,decomposed,tier1,completeness_vs_concision,POR_C,1.0,1.0,1.0,234
llama31_8b,decomposed,tier1,completeness_vs_concision,HHR,,,,0
llama31_8b,decomposed,tier1,completeness_vs_concision,RSR,,,,0
llama31_8b,decomposed,tier1,correctness_vs_fluency,OSR,0.44666666666666666,0.4083333333333333,0.4866666666666667,600
llama31_8b,decomposed,tier1,correctness_vs_fluency,POR_C,0.9761904761904762,0.9523809523809523,0.9940476190476191,168
llama31_8b,decomposed,tier1,correctness_vs_fluency,HHR,1.0,1.0,1.0,4
llama31_8b,decomposed,tier1,correctness_vs_fluency,RSR,0.0,0.0,0.0,4
llama31_8b,decomposed,tier1,evidence_vs_confidence,OSR,0.5066666666666667,0.4666666666666667,0.5466666666666666,600
llama31_8b,decomposed,tier1,evidence_vs_confidence,POR_C,0.9656862745098039,0.9362745098039216,0.9901960784313726,204
llama31_8b,decomposed,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,7
llama31_8b,decomposed,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,7
llama31_8b,decomposed,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,600
llama31_8b,decomposed,tier1,safety_vs_helpfulness,POR_C,0.5,0.456,0.544,500
llama31_8b,decomposed,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,250
llama31_8b,decomposed,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,250
llama31_8b,decomposed,tier1,substance_vs_format,OSR,0.6483333333333333,0.61,0.6866666666666666,600
llama31_8b,decomposed,tier1,substance_vs_format,POR_C,0.8650519031141869,0.8235294117647058,0.903114186851211,289
llama31_8b,decomposed,tier1,substance_vs_format,HHR,1.0,1.0,1.0,39
llama31_8b,decomposed,tier1,substance_vs_format,RSR,0.0,0.0,0.0,39
llama31_8b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.5475,0.5,0.5975,400
llama31_8b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.4885844748858447,0.4246575342465753,0.5525114155251142,219
llama31_8b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,HHR,0.9625,0.9125,1.0,80
llama31_8b,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.0125,0.0,0.0375,80
llama31_8b,direct,tier1,citation_vs_informativeness,OSR,0.9741666666666666,0.965,0.9825,1200
llama31_8b,direct,tier1,citation_vs_informativeness,POR_C,0.5159958720330238,0.4840041279669763,0.5469556243550051,969
llama31_8b,direct,tier1,citation_vs_informativeness,HHR,1.0,1.0,1.0,469
llama31_8b,direct,tier1,citation_vs_informativeness,RSR,0.0,0.0,0.0,469
llama31_8b,direct,tier1,completeness_vs_concision,OSR,0.15666666666666668,0.13666666666666666,0.1775,1200
llama31_8b,direct,tier1,completeness_vs_concision,POR_C,1.0,1.0,1.0,99
llama31_8b,direct,tier1,completeness_vs_concision,HHR,,,,0
llama31_8b,direct,tier1,completeness_vs_concision,RSR,,,,0
llama31_8b,direct,tier1,correctness_vs_fluency,OSR,0.06333333333333334,0.05,0.0775,1200
llama31_8b,direct,tier1,correctness_vs_fluency,POR_C,,,,0
llama31_8b,direct,tier1,correctness_vs_fluency,HHR,,,,0
llama31_8b,direct,tier1,correctness_vs_fluency,RSR,,,,0
llama31_8b,direct,tier1,evidence_vs_confidence,OSR,0.06416666666666666,0.050833333333333335,0.07833333333333334,1200
llama31_8b,direct,tier1,evidence_vs_confidence,POR_C,1.0,1.0,1.0,29
llama31_8b,direct,tier1,evidence_vs_confidence,HHR,,,,0
llama31_8b,direct,tier1,evidence_vs_confidence,RSR,,,,0
llama31_8b,direct,tier1,safety_vs_helpfulness,OSR,0.75,0.725,0.775,1200
llama31_8b,direct,tier1,safety_vs_helpfulness,POR_C,0.6666666666666666,0.6333333333333333,0.7,750
llama31_8b,direct,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,250
llama31_8b,direct,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,250
llama31_8b,direct,tier1,substance_vs_format,OSR,0.11,0.0925,0.12833333333333333,1200
llama31_8b,direct,tier1,substance_vs_format,POR_C,1.0,1.0,1.0,79
llama31_8b,direct,tier1,substance_vs_format,HHR,,,,0
llama31_8b,direct,tier1,substance_vs_format,RSR,,,,0
llama31_8b,direct,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.155,0.13,0.18,800
llama31_8b,direct,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.5241935483870968,0.43548387096774194,0.6129032258064516,124
llama31_8b,direct,tier2_llmbar,instruction_following_vs_surface_quality,HHR,1.0,1.0,1.0,41
llama31_8b,direct,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.0,0.0,0.0,41
llama31_8b,locked,tier1,citation_vs_informativeness,OSR,0.7316666666666667,0.7066666666666667,0.7566666666666667,1200
llama31_8b,locked,tier1,citation_vs_informativeness,POR_C,0.7374631268436578,0.7035398230088495,0.7699115044247787,678
llama31_8b,locked,tier1,citation_vs_informativeness,HHR,1.0,1.0,1.0,178
llama31_8b,locked,tier1,citation_vs_informativeness,RSR,0.0,0.0,0.0,178
llama31_8b,locked,tier1,completeness_vs_concision,OSR,0.20666666666666667,0.18416666666666667,0.22916666666666666,1200
llama31_8b,locked,tier1,completeness_vs_concision,POR_C,1.0,1.0,1.0,61
llama31_8b,locked,tier1,completeness_vs_concision,HHR,,,,0
llama31_8b,locked,tier1,completeness_vs_concision,RSR,,,,0
llama31_8b,locked,tier1,correctness_vs_fluency,OSR,0.14333333333333334,0.12416666666666666,0.16335416666666636,1200
llama31_8b,locked,tier1,correctness_vs_fluency,POR_C,,,,0
llama31_8b,locked,tier1,correctness_vs_fluency,HHR,,,,0
llama31_8b,locked,tier1,correctness_vs_fluency,RSR,,,,0
llama31_8b,locked,tier1,evidence_vs_confidence,OSR,0.22666666666666666,0.2025,0.25083333333333335,1200
llama31_8b,locked,tier1,evidence_vs_confidence,POR_C,1.0,1.0,1.0,174
llama31_8b,locked,tier1,evidence_vs_confidence,HHR,,,,0
llama31_8b,locked,tier1,evidence_vs_confidence,RSR,,,,0
llama31_8b,locked,tier1,safety_vs_helpfulness,OSR,0.75,0.7258333333333333,0.775,1200
llama31_8b,locked,tier1,safety_vs_helpfulness,POR_C,0.6666666666666666,0.6333333333333333,0.7,750
llama31_8b,locked,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,250
llama31_8b,locked,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,250
llama31_8b,locked,tier1,substance_vs_format,OSR,0.57,0.5408333333333334,0.5975,1200
llama31_8b,locked,tier1,substance_vs_format,POR_C,0.8577319587628865,0.8247422680412371,0.8886597938144329,485
llama31_8b,locked,tier1,substance_vs_format,HHR,1.0,1.0,1.0,69
llama31_8b,locked,tier1,substance_vs_format,RSR,0.0,0.0,0.0,69
llama31_8b,locked,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.17625,0.15,0.2025,800
llama31_8b,locked,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.5390070921985816,0.45390070921985815,0.624113475177305,141
llama31_8b,locked,tier2_llmbar,instruction_following_vs_surface_quality,HHR,0.975,0.925,1.0,40
llama31_8b,locked,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.025,0.0,0.075,40
mistral7b_v03,conflict_audit,tier1,citation_vs_informativeness,OSR,0.8775,0.8591666666666666,0.8958333333333334,1200
mistral7b_v03,conflict_audit,tier1,citation_vs_informativeness,POR_C,0.576036866359447,0.5426267281105991,0.6082949308755761,868
mistral7b_v03,conflict_audit,tier1,citation_vs_informativeness,HHR,1.0,1.0,1.0,368
mistral7b_v03,conflict_audit,tier1,citation_vs_informativeness,RSR,0.0,0.0,0.0,368
mistral7b_v03,conflict_audit,tier1,completeness_vs_concision,OSR,0.7391666666666666,0.7141666666666666,0.7641666666666667,1200
mistral7b_v03,conflict_audit,tier1,completeness_vs_concision,POR_C,0.6652173913043479,0.6304347826086957,0.7,690
mistral7b_v03,conflict_audit,tier1,completeness_vs_concision,HHR,1.0,1.0,1.0,231
mistral7b_v03,conflict_audit,tier1,completeness_vs_concision,RSR,0.0,0.0,0.0,231
mistral7b_v03,conflict_audit,tier1,correctness_vs_fluency,OSR,0.4,0.3725,0.4275,1200
mistral7b_v03,conflict_audit,tier1,correctness_vs_fluency,POR_C,0.8071428571428572,0.7607142857142857,0.8535714285714285,280
mistral7b_v03,conflict_audit,tier1,correctness_vs_fluency,HHR,1.0,1.0,1.0,54
mistral7b_v03,conflict_audit,tier1,correctness_vs_fluency,RSR,0.0,0.0,0.0,54
mistral7b_v03,conflict_audit,tier1,evidence_vs_confidence,OSR,0.13583333333333333,0.11666666666666667,0.15583333333333332,1200
mistral7b_v03,conflict_audit,tier1,evidence_vs_confidence,POR_C,0.5,0.0,1.0,4
mistral7b_v03,conflict_audit,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,2
mistral7b_v03,conflict_audit,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,2
mistral7b_v03,conflict_audit,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,1200
mistral7b_v03,conflict_audit,tier1,safety_vs_helpfulness,POR_C,0.5,0.469,0.531,1000
mistral7b_v03,conflict_audit,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,500
mistral7b_v03,conflict_audit,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,500
mistral7b_v03,conflict_audit,tier1,substance_vs_format,OSR,0.895,0.8766666666666667,0.9116666666666666,1200
mistral7b_v03,conflict_audit,tier1,substance_vs_format,POR_C,0.5364464692482915,0.5034168564920274,0.5694760820045558,878
mistral7b_v03,conflict_audit,tier1,substance_vs_format,HHR,1.0,1.0,1.0,407
mistral7b_v03,conflict_audit,tier1,substance_vs_format,RSR,0.0,0.0,0.0,407
mistral7b_v03,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.4025,0.36875,0.43625,800
mistral7b_v03,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.5093167701863354,0.453416149068323,0.5652173913043478,322
mistral7b_v03,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,HHR,1.0,1.0,1.0,121
mistral7b_v03,conflict_audit,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.0,0.0,0.0,121
mistral7b_v03,context_forward,tier1,citation_vs_informativeness,OSR,0.5333333333333333,0.49333333333333335,0.5733333333333334,600
mistral7b_v03,context_forward,tier1,citation_vs_informativeness,POR_C,1.0,1.0,1.0,220
mistral7b_v03,context_forward,tier1,citation_vs_informativeness,HHR,,,,0
mistral7b_v03,context_forward,tier1,citation_vs_informativeness,RSR,,,,0
mistral7b_v03,context_forward,tier1,completeness_vs_concision,OSR,0.57,0.53,0.61,600
mistral7b_v03,context_forward,tier1,completeness_vs_concision,POR_C,1.0,1.0,1.0,242
mistral7b_v03,context_forward,tier1,completeness_vs_concision,HHR,,,,0
mistral7b_v03,context_forward,tier1,completeness_vs_concision,RSR,,,,0
mistral7b_v03,context_forward,tier1,correctness_vs_fluency,OSR,0.57,0.53,0.6083333333333333,600
mistral7b_v03,context_forward,tier1,correctness_vs_fluency,POR_C,0.9421487603305785,0.9090909090909091,0.9710743801652892,242
mistral7b_v03,context_forward,tier1,correctness_vs_fluency,HHR,1.0,1.0,1.0,14
mistral7b_v03,context_forward,tier1,correctness_vs_fluency,RSR,0.0,0.0,0.0,14
mistral7b_v03,context_forward,tier1,evidence_vs_confidence,OSR,0.16333333333333333,0.13333333333333333,0.19333333333333333,600
mistral7b_v03,context_forward,tier1,evidence_vs_confidence,POR_C,0.8571428571428571,0.5714285714285714,1.0,7
mistral7b_v03,context_forward,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,1
mistral7b_v03,context_forward,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,1
mistral7b_v03,context_forward,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,600
mistral7b_v03,context_forward,tier1,safety_vs_helpfulness,POR_C,0.5,0.456,0.544,500
mistral7b_v03,context_forward,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,250
mistral7b_v03,context_forward,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,250
mistral7b_v03,context_forward,tier1,substance_vs_format,OSR,0.725,0.69,0.76,600
mistral7b_v03,context_forward,tier1,substance_vs_format,POR_C,0.6636904761904762,0.6130952380952381,0.7142857142857143,336
mistral7b_v03,context_forward,tier1,substance_vs_format,HHR,1.0,1.0,1.0,113
mistral7b_v03,context_forward,tier1,substance_vs_format,RSR,0.0,0.0,0.0,113
mistral7b_v03,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.4675,0.42,0.5175,400
mistral7b_v03,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.5187165775401069,0.44919786096256686,0.5882352941176471,187
mistral7b_v03,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,HHR,0.9848484848484849,0.9545454545454546,1.0,66
mistral7b_v03,context_forward,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.015151515151515152,0.0,0.045454545454545456,66
mistral7b_v03,decomposed,tier1,citation_vs_informativeness,OSR,0.5333333333333333,0.49333333333333335,0.5733333333333334,600
mistral7b_v03,decomposed,tier1,citation_vs_informativeness,POR_C,1.0,1.0,1.0,220
mistral7b_v03,decomposed,tier1,citation_vs_informativeness,HHR,,,,0
mistral7b_v03,decomposed,tier1,citation_vs_informativeness,RSR,,,,0
mistral7b_v03,decomposed,tier1,completeness_vs_concision,OSR,0.57,0.53,0.61,600
mistral7b_v03,decomposed,tier1,completeness_vs_concision,POR_C,1.0,1.0,1.0,242
mistral7b_v03,decomposed,tier1,completeness_vs_concision,HHR,,,,0
mistral7b_v03,decomposed,tier1,completeness_vs_concision,RSR,,,,0
mistral7b_v03,decomposed,tier1,correctness_vs_fluency,OSR,0.57,0.53,0.6083333333333333,600
mistral7b_v03,decomposed,tier1,correctness_vs_fluency,POR_C,0.9421487603305785,0.9090909090909091,0.9710743801652892,242
mistral7b_v03,decomposed,tier1,correctness_vs_fluency,HHR,1.0,1.0,1.0,14
mistral7b_v03,decomposed,tier1,correctness_vs_fluency,RSR,0.0,0.0,0.0,14
mistral7b_v03,decomposed,tier1,evidence_vs_confidence,OSR,0.16333333333333333,0.13333333333333333,0.19333333333333333,600
mistral7b_v03,decomposed,tier1,evidence_vs_confidence,POR_C,0.8571428571428571,0.5714285714285714,1.0,7
mistral7b_v03,decomposed,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,1
mistral7b_v03,decomposed,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,1
mistral7b_v03,decomposed,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,600
mistral7b_v03,decomposed,tier1,safety_vs_helpfulness,POR_C,0.5,0.456,0.544,500
mistral7b_v03,decomposed,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,250
mistral7b_v03,decomposed,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,250
mistral7b_v03,decomposed,tier1,substance_vs_format,OSR,0.725,0.69,0.76,600
mistral7b_v03,decomposed,tier1,substance_vs_format,POR_C,0.6636904761904762,0.6130952380952381,0.7142857142857143,336
mistral7b_v03,decomposed,tier1,substance_vs_format,HHR,1.0,1.0,1.0,113
mistral7b_v03,decomposed,tier1,substance_vs_format,RSR,0.0,0.0,0.0,113
mistral7b_v03,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.4725,0.4225,0.5225,400
mistral7b_v03,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.5238095238095238,0.4497354497354497,0.5978835978835979,189
mistral7b_v03,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,HHR,0.9848484848484849,0.9545454545454546,1.0,66
mistral7b_v03,decomposed,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.015151515151515152,0.0,0.045454545454545456,66
mistral7b_v03,direct,tier1,citation_vs_informativeness,OSR,0.8041666666666667,0.7816666666666666,0.8266666666666667,1200
mistral7b_v03,direct,tier1,citation_vs_informativeness,POR_C,0.6535947712418301,0.6196078431372549,0.6875816993464052,765
mistral7b_v03,direct,tier1,citation_vs_informativeness,HHR,1.0,1.0,1.0,265
mistral7b_v03,direct,tier1,citation_vs_informativeness,RSR,0.0,0.0,0.0,265
mistral7b_v03,direct,tier1,completeness_vs_concision,OSR,0.535,0.5066666666666667,0.5641666666666667,1200
mistral7b_v03,direct,tier1,completeness_vs_concision,POR_C,0.9820627802690582,0.968609865470852,0.9932735426008968,446
mistral7b_v03,direct,tier1,completeness_vs_concision,HHR,1.0,1.0,1.0,8
mistral7b_v03,direct,tier1,completeness_vs_concision,RSR,0.0,0.0,0.0,8
mistral7b_v03,direct,tier1,correctness_vs_fluency,OSR,0.595,0.5675,0.6225,1200
mistral7b_v03,direct,tier1,correctness_vs_fluency,POR_C,0.7217898832684825,0.6828793774319066,0.7607003891050583,514
mistral7b_v03,direct,tier1,correctness_vs_fluency,HHR,1.0,1.0,1.0,143
mistral7b_v03,direct,tier1,correctness_vs_fluency,RSR,0.0,0.0,0.0,143
mistral7b_v03,direct,tier1,evidence_vs_confidence,OSR,0.18166666666666667,0.16,0.20333333333333334,1200
mistral7b_v03,direct,tier1,evidence_vs_confidence,POR_C,0.9444444444444444,0.8611111111111112,1.0,36
mistral7b_v03,direct,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,2
mistral7b_v03,direct,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,2
mistral7b_v03,direct,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,1200
mistral7b_v03,direct,tier1,safety_vs_helpfulness,POR_C,0.5,0.469,0.531,1000
mistral7b_v03,direct,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,500
mistral7b_v03,direct,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,500
mistral7b_v03,direct,tier1,substance_vs_format,OSR,0.9866666666666667,0.98,0.9925,1200
mistral7b_v03,direct,tier1,substance_vs_format,POR_C,0.5060975609756098,0.47459349593495936,0.5376016260162602,984
mistral7b_v03,direct,tier1,substance_vs_format,HHR,1.0,1.0,1.0,485
mistral7b_v03,direct,tier1,substance_vs_format,RSR,0.0,0.0,0.0,485
mistral7b_v03,direct,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.345,0.3125,0.3775,800
mistral7b_v03,direct,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.5181159420289855,0.4601449275362319,0.5760869565217391,276
mistral7b_v03,direct,tier2_llmbar,instruction_following_vs_surface_quality,HHR,0.979381443298969,0.9484536082474226,1.0,97
mistral7b_v03,direct,tier2_llmbar,instruction_following_vs_surface_quality,RSR,0.020618556701030927,0.0,0.05154639175257732,97
mistral7b_v03,locked,tier1,citation_vs_informativeness,OSR,0.5891666666666666,0.5616666666666666,0.6175,1200
mistral7b_v03,locked,tier1,citation_vs_informativeness,POR_C,0.8620689655172413,0.8344827586206897,0.8896551724137931,580
mistral7b_v03,locked,tier1,citation_vs_informativeness,HHR,1.0,1.0,1.0,80
mistral7b_v03,locked,tier1,citation_vs_informativeness,RSR,0.0,0.0,0.0,80
mistral7b_v03,locked,tier1,completeness_vs_concision,OSR,0.625,0.5966666666666667,0.6525,1200
mistral7b_v03,locked,tier1,completeness_vs_concision,POR_C,0.9025270758122743,0.8772563176895307,0.9259927797833934,554
mistral7b_v03,locked,tier1,completeness_vs_concision,HHR,1.0,1.0,1.0,54
mistral7b_v03,locked,tier1,completeness_vs_concision,RSR,0.0,0.0,0.0,54
mistral7b_v03,locked,tier1,correctness_vs_fluency,OSR,0.5316666666666666,0.5041666666666667,0.56,1200
mistral7b_v03,locked,tier1,correctness_vs_fluency,POR_C,0.7922374429223744,0.7534246575342466,0.8287671232876712,438
mistral7b_v03,locked,tier1,correctness_vs_fluency,HHR,1.0,1.0,1.0,91
mistral7b_v03,locked,tier1,correctness_vs_fluency,RSR,0.0,0.0,0.0,91
mistral7b_v03,locked,tier1,evidence_vs_confidence,OSR,0.1275,0.10916666666666666,0.14666666666666667,1200
mistral7b_v03,locked,tier1,evidence_vs_confidence,POR_C,0.6666666666666666,0.0,1.0,3
mistral7b_v03,locked,tier1,evidence_vs_confidence,HHR,1.0,1.0,1.0,1
mistral7b_v03,locked,tier1,evidence_vs_confidence,RSR,0.0,0.0,0.0,1
mistral7b_v03,locked,tier1,safety_vs_helpfulness,OSR,1.0,1.0,1.0,1200
mistral7b_v03,locked,tier1,safety_vs_helpfulness,POR_C,0.5,0.469,0.531,1000
mistral7b_v03,locked,tier1,safety_vs_helpfulness,HHR,1.0,1.0,1.0,500
mistral7b_v03,locked,tier1,safety_vs_helpfulness,RSR,0.0,0.0,0.0,500
mistral7b_v03,locked,tier1,substance_vs_format,OSR,0.8716666666666667,0.8525,0.89,1200
mistral7b_v03,locked,tier1,substance_vs_format,POR_C,0.5898345153664303,0.5567375886524822,0.6217494089834515,846
mistral7b_v03,locked,tier1,substance_vs_format,HHR,1.0,1.0,1.0,347
mistral7b_v03,locked,tier1,substance_vs_format,RSR,0.0,0.0,0.0,347
mistral7b_v03,locked,tier2_llmbar,instruction_following_vs_surface_quality,OSR,0.32875,0.295,0.36125,800
mistral7b_v03,locked,tier2_llmbar,instruction_following_vs_surface_quality,POR_C,0.5019011406844106,0.44106463878326996,0.5627376425855514,263
mistral7b_v03,locked,tier2_llmbar,instruction_following_vs_surface_quality,HHR,0.9651162790697675,0.9186046511627907,1.0,86
